source,NYCMng,,,
demandMatrix-abilene-zhang-5min-20040301-0000.txt,461.29454899999996,,,
demandMatrix-abilene-zhang-5min-20040301-0005.txt,464.561876,,,
demandMatrix-abilene-zhang-5min-20040301-0010.txt,443.12922,,,
demandMatrix-abilene-zhang-5min-20040301-0015.txt,451.831004,,,
demandMatrix-abilene-zhang-5min-20040301-0020.txt,451.84814800000004,,,
demandMatrix-abilene-zhang-5min-20040301-0025.txt,430.789632,,,
demandMatrix-abilene-zhang-5min-20040301-0030.txt,442.487329,,,
demandMatrix-abilene-zhang-5min-20040301-0035.txt,438.213176,,,
demandMatrix-abilene-zhang-5min-20040301-0040.txt,440.75280300000003,,,
demandMatrix-abilene-zhang-5min-20040301-0045.txt,453.40371400000004,,,
demandMatrix-abilene-zhang-5min-20040301-0050.txt,443.155493,,,
demandMatrix-abilene-zhang-5min-20040301-0055.txt,448.692944,,,
demandMatrix-abilene-zhang-5min-20040301-0100.txt,420.723891,,,
demandMatrix-abilene-zhang-5min-20040301-0105.txt,449.202867,,,
demandMatrix-abilene-zhang-5min-20040301-0110.txt,456.775464,,,
demandMatrix-abilene-zhang-5min-20040301-0115.txt,465.013604,,,
demandMatrix-abilene-zhang-5min-20040301-0120.txt,470.7893509999999,,,
demandMatrix-abilene-zhang-5min-20040301-0125.txt,457.498968,,,
demandMatrix-abilene-zhang-5min-20040301-0130.txt,451.970272,,,
demandMatrix-abilene-zhang-5min-20040301-0135.txt,441.650166,,,
demandMatrix-abilene-zhang-5min-20040301-0140.txt,470.36711099999997,,,
demandMatrix-abilene-zhang-5min-20040301-0145.txt,469.01191199999994,,,
demandMatrix-abilene-zhang-5min-20040301-0150.txt,461.228739,,,
demandMatrix-abilene-zhang-5min-20040301-0155.txt,452.902592,,,
demandMatrix-abilene-zhang-5min-20040301-0200.txt,473.53098499999993,,,
demandMatrix-abilene-zhang-5min-20040301-0205.txt,467.40017900000004,,,
demandMatrix-abilene-zhang-5min-20040301-0210.txt,462.61682599999995,,,
demandMatrix-abilene-zhang-5min-20040301-0215.txt,469.19473200000004,,,
demandMatrix-abilene-zhang-5min-20040301-0220.txt,458.378485,,,
demandMatrix-abilene-zhang-5min-20040301-0225.txt,454.536276,,,
demandMatrix-abilene-zhang-5min-20040301-0230.txt,475.705288,,,
demandMatrix-abilene-zhang-5min-20040301-0235.txt,474.903404,,,
demandMatrix-abilene-zhang-5min-20040301-0240.txt,455.715144,,,
demandMatrix-abilene-zhang-5min-20040301-0245.txt,451.98439599999995,,,
demandMatrix-abilene-zhang-5min-20040301-0250.txt,466.380285,,,
demandMatrix-abilene-zhang-5min-20040301-0255.txt,459.65208900000005,,,
demandMatrix-abilene-zhang-5min-20040301-0300.txt,468.73895899999997,,,
demandMatrix-abilene-zhang-5min-20040301-0305.txt,486.78790699999996,,,
demandMatrix-abilene-zhang-5min-20040301-0310.txt,470.610528,,,
demandMatrix-abilene-zhang-5min-20040301-0315.txt,473.6532799999999,,,
demandMatrix-abilene-zhang-5min-20040301-0320.txt,484.649256,,,
demandMatrix-abilene-zhang-5min-20040301-0325.txt,480.37029500000006,,,
demandMatrix-abilene-zhang-5min-20040301-0330.txt,491.40172599999994,,,
demandMatrix-abilene-zhang-5min-20040301-0335.txt,491.5407729999999,,,
demandMatrix-abilene-zhang-5min-20040301-0340.txt,503.13679099999996,,,
demandMatrix-abilene-zhang-5min-20040301-0345.txt,528.539727,,,
demandMatrix-abilene-zhang-5min-20040301-0350.txt,531.4352570000001,,,
demandMatrix-abilene-zhang-5min-20040301-0355.txt,499.01931700000006,,,
demandMatrix-abilene-zhang-5min-20040301-0400.txt,519.9849119999999,,,
demandMatrix-abilene-zhang-5min-20040301-0405.txt,491.521827,,,
demandMatrix-abilene-zhang-5min-20040301-0410.txt,481.66982199999995,,,
demandMatrix-abilene-zhang-5min-20040301-0415.txt,511.61533299999996,,,
demandMatrix-abilene-zhang-5min-20040301-0420.txt,522.436685,,,
demandMatrix-abilene-zhang-5min-20040301-0425.txt,551.5524160000001,,,
demandMatrix-abilene-zhang-5min-20040301-0430.txt,540.257019,,,
demandMatrix-abilene-zhang-5min-20040301-0435.txt,534.6292530000001,,,
demandMatrix-abilene-zhang-5min-20040301-0440.txt,535.5197969999999,,,
demandMatrix-abilene-zhang-5min-20040301-0445.txt,529.654992,,,
demandMatrix-abilene-zhang-5min-20040301-0450.txt,514.993594,,,
demandMatrix-abilene-zhang-5min-20040301-0455.txt,523.419589,,,
demandMatrix-abilene-zhang-5min-20040301-0500.txt,502.536045,,,
demandMatrix-abilene-zhang-5min-20040301-0505.txt,517.867776,,,
demandMatrix-abilene-zhang-5min-20040301-0510.txt,517.9373410000001,,,
demandMatrix-abilene-zhang-5min-20040301-0515.txt,528.351245,,,
demandMatrix-abilene-zhang-5min-20040301-0520.txt,538.0911870000001,,,
demandMatrix-abilene-zhang-5min-20040301-0525.txt,545.4953629999999,,,
demandMatrix-abilene-zhang-5min-20040301-0530.txt,534.208628,,,
demandMatrix-abilene-zhang-5min-20040301-0535.txt,520.933713,,,
demandMatrix-abilene-zhang-5min-20040301-0540.txt,517.776267,,,
demandMatrix-abilene-zhang-5min-20040301-0545.txt,501.27713300000005,,,
demandMatrix-abilene-zhang-5min-20040301-0550.txt,502.5872129999999,,,
demandMatrix-abilene-zhang-5min-20040301-0555.txt,494.04251,,,
demandMatrix-abilene-zhang-5min-20040301-0600.txt,504.80592100000007,,,
demandMatrix-abilene-zhang-5min-20040301-0605.txt,514.329327,,,
demandMatrix-abilene-zhang-5min-20040301-0610.txt,510.303661,,,
demandMatrix-abilene-zhang-5min-20040301-0615.txt,507.98908800000004,,,
demandMatrix-abilene-zhang-5min-20040301-0620.txt,494.673199,,,
demandMatrix-abilene-zhang-5min-20040301-0625.txt,493.001984,,,
demandMatrix-abilene-zhang-5min-20040301-0630.txt,500.70803600000005,,,
demandMatrix-abilene-zhang-5min-20040301-0635.txt,498.84650800000003,,,
demandMatrix-abilene-zhang-5min-20040301-0640.txt,496.61976599999997,,,
demandMatrix-abilene-zhang-5min-20040301-0645.txt,505.01178,,,
demandMatrix-abilene-zhang-5min-20040301-0650.txt,490.127934,,,
demandMatrix-abilene-zhang-5min-20040301-0655.txt,501.18919999999997,,,
demandMatrix-abilene-zhang-5min-20040301-0700.txt,493.84603400000003,,,
demandMatrix-abilene-zhang-5min-20040301-0705.txt,475.086734,,,
demandMatrix-abilene-zhang-5min-20040301-0710.txt,494.49603500000006,,,
demandMatrix-abilene-zhang-5min-20040301-0715.txt,496.523874,,,
demandMatrix-abilene-zhang-5min-20040301-0720.txt,507.752508,,,
demandMatrix-abilene-zhang-5min-20040301-0725.txt,505.683813,,,
demandMatrix-abilene-zhang-5min-20040301-0730.txt,468.86667800000004,,,
demandMatrix-abilene-zhang-5min-20040301-0735.txt,475.17896799999994,,,
demandMatrix-abilene-zhang-5min-20040301-0740.txt,479.435349,,,
demandMatrix-abilene-zhang-5min-20040301-0745.txt,471.625381,,,
demandMatrix-abilene-zhang-5min-20040301-0750.txt,465.14267199999995,,,
demandMatrix-abilene-zhang-5min-20040301-0755.txt,459.185928,,,
demandMatrix-abilene-zhang-5min-20040301-0800.txt,449.462659,,,
demandMatrix-abilene-zhang-5min-20040301-0805.txt,447.216804,,,
demandMatrix-abilene-zhang-5min-20040301-0810.txt,449.90697800000004,,,
demandMatrix-abilene-zhang-5min-20040301-0815.txt,452.867728,,,
demandMatrix-abilene-zhang-5min-20040301-0820.txt,438.633921,,,
demandMatrix-abilene-zhang-5min-20040301-0825.txt,441.160935,,,
demandMatrix-abilene-zhang-5min-20040301-0830.txt,425.683603,,,
demandMatrix-abilene-zhang-5min-20040301-0835.txt,412.392242,,,
demandMatrix-abilene-zhang-5min-20040301-0840.txt,418.918627,,,
demandMatrix-abilene-zhang-5min-20040301-0845.txt,428.696467,,,
demandMatrix-abilene-zhang-5min-20040301-0850.txt,430.065704,,,
demandMatrix-abilene-zhang-5min-20040301-0855.txt,438.14612300000005,,,
demandMatrix-abilene-zhang-5min-20040301-0900.txt,417.70958,,,
demandMatrix-abilene-zhang-5min-20040301-0905.txt,408.09675,,,
demandMatrix-abilene-zhang-5min-20040301-0910.txt,401.04970899999995,,,
demandMatrix-abilene-zhang-5min-20040301-0915.txt,412.584428,,,
demandMatrix-abilene-zhang-5min-20040301-0920.txt,410.68845600000003,,,
demandMatrix-abilene-zhang-5min-20040301-0925.txt,404.232928,,,
demandMatrix-abilene-zhang-5min-20040301-0930.txt,408.499141,,,
demandMatrix-abilene-zhang-5min-20040301-0935.txt,395.885141,,,
demandMatrix-abilene-zhang-5min-20040301-0940.txt,403.14677600000005,,,
demandMatrix-abilene-zhang-5min-20040301-0945.txt,403.484827,,,
demandMatrix-abilene-zhang-5min-20040301-0950.txt,399.7388699999999,,,
demandMatrix-abilene-zhang-5min-20040301-0955.txt,384.87932100000006,,,
demandMatrix-abilene-zhang-5min-20040301-1000.txt,388.672691,,,
demandMatrix-abilene-zhang-5min-20040301-1005.txt,371.698355,,,
demandMatrix-abilene-zhang-5min-20040301-1010.txt,362.564462,,,
demandMatrix-abilene-zhang-5min-20040301-1015.txt,361.824564,,,
demandMatrix-abilene-zhang-5min-20040301-1020.txt,375.167829,,,
demandMatrix-abilene-zhang-5min-20040301-1025.txt,367.37658500000003,,,
demandMatrix-abilene-zhang-5min-20040301-1030.txt,376.72084499999994,,,
demandMatrix-abilene-zhang-5min-20040301-1035.txt,388.574841,,,
demandMatrix-abilene-zhang-5min-20040301-1040.txt,400.386729,,,
