source,SNVAng
demandMatrix-abilene-zhang-5min-20040304-1120.txt,160.88880899999998
demandMatrix-abilene-zhang-5min-20040304-1125.txt,148.782529
demandMatrix-abilene-zhang-5min-20040304-1130.txt,155.161806
demandMatrix-abilene-zhang-5min-20040304-1135.txt,140.22674
demandMatrix-abilene-zhang-5min-20040304-1140.txt,133.178204
demandMatrix-abilene-zhang-5min-20040304-1145.txt,137.287537
demandMatrix-abilene-zhang-5min-20040304-1150.txt,149.794902
demandMatrix-abilene-zhang-5min-20040304-1155.txt,133.63420399999998
demandMatrix-abilene-zhang-5min-20040304-1200.txt,132.167315
demandMatrix-abilene-zhang-5min-20040304-1205.txt,117.15124000000002
demandMatrix-abilene-zhang-5min-20040304-1210.txt,115.89621199999999
demandMatrix-abilene-zhang-5min-20040304-1215.txt,121.379968
demandMatrix-abilene-zhang-5min-20040304-1220.txt,120.81174999999999
demandMatrix-abilene-zhang-5min-20040304-1225.txt,103.318362
demandMatrix-abilene-zhang-5min-20040304-1230.txt,112.349728
demandMatrix-abilene-zhang-5min-20040304-1235.txt,105.45405000000001
demandMatrix-abilene-zhang-5min-20040304-1240.txt,107.470765
demandMatrix-abilene-zhang-5min-20040304-1245.txt,109.276234
demandMatrix-abilene-zhang-5min-20040304-1250.txt,105.84938500000001
demandMatrix-abilene-zhang-5min-20040304-1255.txt,91.92103
demandMatrix-abilene-zhang-5min-20040304-1300.txt,93.764423
demandMatrix-abilene-zhang-5min-20040304-1305.txt,94.08706099999999
demandMatrix-abilene-zhang-5min-20040304-1310.txt,119.808195
demandMatrix-abilene-zhang-5min-20040304-1315.txt,125.16094700000001
demandMatrix-abilene-zhang-5min-20040304-1320.txt,115.541292
demandMatrix-abilene-zhang-5min-20040304-1325.txt,120.511374
demandMatrix-abilene-zhang-5min-20040304-1330.txt,138.929408
demandMatrix-abilene-zhang-5min-20040304-1335.txt,134.054435
demandMatrix-abilene-zhang-5min-20040304-1340.txt,126.996018
demandMatrix-abilene-zhang-5min-20040304-1345.txt,124.221007
demandMatrix-abilene-zhang-5min-20040304-1350.txt,128.503947
demandMatrix-abilene-zhang-5min-20040304-1355.txt,116.796314
demandMatrix-abilene-zhang-5min-20040304-1400.txt,129.417556
demandMatrix-abilene-zhang-5min-20040304-1405.txt,122.14459800000002
demandMatrix-abilene-zhang-5min-20040304-1410.txt,119.044526
demandMatrix-abilene-zhang-5min-20040304-1415.txt,115.48518999999999
demandMatrix-abilene-zhang-5min-20040304-1420.txt,119.01473100000001
demandMatrix-abilene-zhang-5min-20040304-1425.txt,110.769487
demandMatrix-abilene-zhang-5min-20040304-1430.txt,132.970181
demandMatrix-abilene-zhang-5min-20040304-1435.txt,114.61035799999999
demandMatrix-abilene-zhang-5min-20040304-1440.txt,115.68836999999999
demandMatrix-abilene-zhang-5min-20040304-1445.txt,111.650978
demandMatrix-abilene-zhang-5min-20040304-1450.txt,121.20376300000001
demandMatrix-abilene-zhang-5min-20040304-1455.txt,111.795163
demandMatrix-abilene-zhang-5min-20040304-1500.txt,118.2159
demandMatrix-abilene-zhang-5min-20040304-1505.txt,128.207169
demandMatrix-abilene-zhang-5min-20040304-1510.txt,116.404005
demandMatrix-abilene-zhang-5min-20040304-1515.txt,116.54247000000001
demandMatrix-abilene-zhang-5min-20040304-1520.txt,119.037061
demandMatrix-abilene-zhang-5min-20040304-1525.txt,110.99833199999999
demandMatrix-abilene-zhang-5min-20040304-1530.txt,115.58094299999999
demandMatrix-abilene-zhang-5min-20040304-1535.txt,126.71900099999999
demandMatrix-abilene-zhang-5min-20040304-1540.txt,117.011792
demandMatrix-abilene-zhang-5min-20040304-1545.txt,112.945354
demandMatrix-abilene-zhang-5min-20040304-1550.txt,129.606457
demandMatrix-abilene-zhang-5min-20040304-1555.txt,122.037312
demandMatrix-abilene-zhang-5min-20040304-1600.txt,124.739768
demandMatrix-abilene-zhang-5min-20040304-1605.txt,137.685078
demandMatrix-abilene-zhang-5min-20040304-1610.txt,126.21122700000001
demandMatrix-abilene-zhang-5min-20040304-1615.txt,121.490191
demandMatrix-abilene-zhang-5min-20040304-1620.txt,136.13253799999998
demandMatrix-abilene-zhang-5min-20040304-1625.txt,136.58994099999998
demandMatrix-abilene-zhang-5min-20040304-1630.txt,138.579138
demandMatrix-abilene-zhang-5min-20040304-1635.txt,157.29386
demandMatrix-abilene-zhang-5min-20040304-1640.txt,124.642411
demandMatrix-abilene-zhang-5min-20040304-1645.txt,120.17970199999999
demandMatrix-abilene-zhang-5min-20040304-1650.txt,133.394293
demandMatrix-abilene-zhang-5min-20040304-1655.txt,132.864931
demandMatrix-abilene-zhang-5min-20040304-1700.txt,128.952967
demandMatrix-abilene-zhang-5min-20040304-1705.txt,124.678774
demandMatrix-abilene-zhang-5min-20040304-1710.txt,117.887236
demandMatrix-abilene-zhang-5min-20040304-1715.txt,133.456419
demandMatrix-abilene-zhang-5min-20040304-1720.txt,125.314652
demandMatrix-abilene-zhang-5min-20040304-1725.txt,129.224805
demandMatrix-abilene-zhang-5min-20040304-1730.txt,128.83916399999998
demandMatrix-abilene-zhang-5min-20040304-1735.txt,124.276603
demandMatrix-abilene-zhang-5min-20040304-1740.txt,123.34605499999999
demandMatrix-abilene-zhang-5min-20040304-1745.txt,119.134758
demandMatrix-abilene-zhang-5min-20040304-1750.txt,121.396296
demandMatrix-abilene-zhang-5min-20040304-1755.txt,112.709812
demandMatrix-abilene-zhang-5min-20040304-1800.txt,112.613465
demandMatrix-abilene-zhang-5min-20040304-1805.txt,108.144714
demandMatrix-abilene-zhang-5min-20040304-1810.txt,113.845104
demandMatrix-abilene-zhang-5min-20040304-1815.txt,122.908698
demandMatrix-abilene-zhang-5min-20040304-1820.txt,125.070123
demandMatrix-abilene-zhang-5min-20040304-1825.txt,123.30084500000001
demandMatrix-abilene-zhang-5min-20040304-1830.txt,132.932266
demandMatrix-abilene-zhang-5min-20040304-1835.txt,133.40605299999999
demandMatrix-abilene-zhang-5min-20040304-1840.txt,123.099601
demandMatrix-abilene-zhang-5min-20040304-1845.txt,132.126194
demandMatrix-abilene-zhang-5min-20040304-1850.txt,130.09487
demandMatrix-abilene-zhang-5min-20040304-1855.txt,133.85298200000003
demandMatrix-abilene-zhang-5min-20040304-1900.txt,129.91219099999998
demandMatrix-abilene-zhang-5min-20040304-1905.txt,122.09757900000001
demandMatrix-abilene-zhang-5min-20040304-1910.txt,125.117063
demandMatrix-abilene-zhang-5min-20040304-1915.txt,126.487257
demandMatrix-abilene-zhang-5min-20040304-1920.txt,130.099124
demandMatrix-abilene-zhang-5min-20040304-1925.txt,125.649753
demandMatrix-abilene-zhang-5min-20040304-1930.txt,134.975487
demandMatrix-abilene-zhang-5min-20040304-1935.txt,139.01306
demandMatrix-abilene-zhang-5min-20040304-1940.txt,125.060644
demandMatrix-abilene-zhang-5min-20040304-1945.txt,126.75370900000001
demandMatrix-abilene-zhang-5min-20040304-1950.txt,136.472844
demandMatrix-abilene-zhang-5min-20040304-1955.txt,140.821113
demandMatrix-abilene-zhang-5min-20040304-2000.txt,140.517559
demandMatrix-abilene-zhang-5min-20040304-2005.txt,141.305093
demandMatrix-abilene-zhang-5min-20040304-2010.txt,140.32959300000002
demandMatrix-abilene-zhang-5min-20040304-2015.txt,137.81296799999998
demandMatrix-abilene-zhang-5min-20040304-2020.txt,117.015551
demandMatrix-abilene-zhang-5min-20040304-2025.txt,115.81968100000002
demandMatrix-abilene-zhang-5min-20040304-2030.txt,127.82235800000001
demandMatrix-abilene-zhang-5min-20040304-2035.txt,145.347866
demandMatrix-abilene-zhang-5min-20040304-2040.txt,142.795902
demandMatrix-abilene-zhang-5min-20040304-2045.txt,117.58560800000001
demandMatrix-abilene-zhang-5min-20040304-2050.txt,128.965574
demandMatrix-abilene-zhang-5min-20040304-2055.txt,130.495845
demandMatrix-abilene-zhang-5min-20040304-2100.txt,142.481662
demandMatrix-abilene-zhang-5min-20040304-2105.txt,133.738429
demandMatrix-abilene-zhang-5min-20040304-2110.txt,117.896081
demandMatrix-abilene-zhang-5min-20040304-2115.txt,131.109095
demandMatrix-abilene-zhang-5min-20040304-2120.txt,159.13420499999998
demandMatrix-abilene-zhang-5min-20040304-2125.txt,155.43852199999998
demandMatrix-abilene-zhang-5min-20040304-2130.txt,166.677354
demandMatrix-abilene-zhang-5min-20040304-2135.txt,163.503973
demandMatrix-abilene-zhang-5min-20040304-2140.txt,174.841313
demandMatrix-abilene-zhang-5min-20040304-2145.txt,166.198821
demandMatrix-abilene-zhang-5min-20040304-2150.txt,162.483822
demandMatrix-abilene-zhang-5min-20040304-2155.txt,163.76276099999998
demandMatrix-abilene-zhang-5min-20040304-2200.txt,163.414282
demandMatrix-abilene-zhang-5min-20040304-2205.txt,150.736907
demandMatrix-abilene-zhang-5min-20040304-2210.txt,151.763349
demandMatrix-abilene-zhang-5min-20040304-2215.txt,157.643304
demandMatrix-abilene-zhang-5min-20040304-2220.txt,159.33292200000002
demandMatrix-abilene-zhang-5min-20040304-2225.txt,162.377802
demandMatrix-abilene-zhang-5min-20040304-2230.txt,182.622195
demandMatrix-abilene-zhang-5min-20040304-2235.txt,182.80776
demandMatrix-abilene-zhang-5min-20040304-2240.txt,175.26031199999997
demandMatrix-abilene-zhang-5min-20040304-2245.txt,168.15134
demandMatrix-abilene-zhang-5min-20040304-2250.txt,178.821496
demandMatrix-abilene-zhang-5min-20040304-2255.txt,161.881125
